Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
-1.0883121725413294,-1.1030846491126496,-1.3837213289363304,-0.5365636685205369,-1.4767798728094215,-1.449766276300172,-1.0835902635277785,-1.075621289174489,0.10000094705742846,-0.46181792717832626,0.7966367761589853,1.4785776786471394,0.5060562711120034,1.6531240149417243,1.4753832723836697,1.6895854963373766,4
-1.084011986767036,-1.0955395615865615,-1.195755480655313,-0.734723830400443,-0.9535631867340697,-0.931156719262161,-1.087620003776279,-1.071148048405598,-0.3854470734243798,0.441491843147366,0.7721329774216237,0.9167073610265525,0.7327239871363672,1.2111091316801872,0.9147996593881971,-0.70069584972786,4
-1.0686536501609258,-1.2584873761615138,-1.541383451479629,-0.29824972771201036,-2.0127926147553947,-2.0306269859242683,-1.0828071004022979,-1.055187338091689,0.4175155872580297,1.9615129475768676,2.211538199730542,2.0412612117329476,0.2714513319968543,2.0906604854749737,2.041719392959788,2.050369512754953,4
-1.0673008910461088,-1.0423798582471113,-1.5724073737711899,-0.2565191091076804,-2.112851291212269,-2.1471070430119426,-1.0580368312889006,-1.0537826933424341,0.4441584152802937,-0.8458840234931972,0.5136838911527144,2.148111886918265,0.23125483274682623,2.1769727589990517,2.149952934894077,2.0200701810849386,4
-1.0657231618225764,-1.106304914718313,-1.5156081436741913,-0.31879695494584914,-1.9473619945083802,-1.9560281930775312,-1.0620447764311516,-1.0521446884633183,0.7389852547712816,-0.36256341593225433,0.9794575429559784,1.9647995889440657,0.2964467546244168,2.0261920351475156,1.9644110186373225,1.4878959660700506,4
-1.0444754751985459,-1.1290886203987656,-1.3496120193848926,-0.4727104039716454,-1.5017167647884349,-1.475460147972532,-1.049697965672031,-1.0301101972863629,0.5725383170895567,0.6514444324559937,1.3120547641894322,1.4911301874210987,0.45403227848482636,1.6315245989515579,1.4879565037180995,0.7041204589576862,4
-1.0431296656156934,-1.2263310069725208,-1.5275469172357377,-0.2545588152680458,-2.045840044478193,-2.0687672861726782,-1.054254699838532,-1.0287161093989117,0.32641318685086723,1.4881137981144361,2.1435727917285727,2.0688037109896302,0.23472245838150965,2.093194480687248,2.0695958644314643,1.4257753726080047,4
-1.039990953480487,-0.9725182891122816,-1.2040704504575603,-0.6406973526764683,-1.0769446309116653,-1.0505342423976674,-1.0350577603620628,-1.0254655196419749,0.6131095596859963,-0.4765792096655444,0.22875995915997044,1.0555728738870631,0.625514758059786,1.2888561847594329,1.0530005777153573,0.11253417334478164,4
-1.0351749062731546,-1.0315017845880834,-1.5278238070104193,-0.23661761917926788,-2.0687184906279894,-2.0953600250401734,-1.0255443052863829,-1.0204797570160218,0.24966521007922826,-0.8716148949778311,0.6501042239035724,2.092589454106552,0.21781812459208455,2.106349341294883,2.0936825274510915,1.3727263857876804,4
-0.995494378802596,-1.133167278462061,-1.5075760387771067,-0.18092459515369652,-2.107388216387606,-2.140668722924454,-1.0034959436663335,-0.9794900110117657,0.18208314937854364,1.0319747607115561,1.7303844483034623,2.139545250946484,0.1598311560505246,2.113562272641939,2.1412667051295537,1.7987601140741545,4
-0.9888404160932036,-1.0280668335928997,-1.511026931361065,-0.15922397762309415,-2.140148732930512,-2.1794190053316447,-0.9779437947862993,-0.9726319245100259,0.2875401033315191,-0.9651504700308907,0.9442620561932707,2.170245464792947,0.14201898029059754,2.13329884714347,2.172402630014866,1.4388265469633605,4
-0.9829708640462761,-1.094073654958239,-1.4569618169006555,-0.2164799846565599,-1.9842871999233012,-1.9979806597513041,-0.9887830519440205,-0.9665859531572562,0.6429203147608195,0.7321234061032118,1.5043444680081126,2.0078413694637094,0.1943814194123595,1.9974721435448446,2.007914999784728,1.7952016912254882,4
-0.9781038145646402,-1.0999605747508991,-1.2348542212989408,-0.4626182285638159,-1.3374733367598064,-1.3081218875680993,-0.9886734339470955,-0.9615751964890383,0.5686673444139526,1.4046470426156614,1.59125035873962,1.3126685034046273,0.453813814682661,1.4454527481639519,1.3094274057518824,-0.03888840647919769,4
-0.9530777557426482,-1.0260917027810401,-1.3565482530540913,-0.26293740165918345,-1.7707648948638415,-1.7602748069648078,-0.9512317717802184,-0.9358469018794369,-0.2626843468338492,-0.17342816673738157,1.1884994187273477,1.7649344899778168,0.2528698992828202,1.7814253621773377,1.7628727312638204,0.47791209358840264,4
-0.9491217290399996,-1.0715374214773399,-1.4561423993856397,-0.14497113053603417,-2.0732666605308485,-2.1006653081700972,-0.9534063371409265,-0.9317854574746479,0.7513677104067792,0.5342598986005019,1.5846739562107048,2.1018124502256272,0.1256694655298465,2.0471569699633134,2.103025341557414,1.7110460361680444,4
-0.941878170210824,-0.7822741185319358,-1.4676443122273437,-0.10552682019565822,-2.1412360353018625,-2.18071097857467,-0.9210081551478332,-0.9243528049516793,0.3341142968108357,-1.6454899774816019,-0.3240076285475224,2.160878951439474,0.09722842702016893,2.0891729949678597,2.1629010858513276,0.6981204897226412,4
-0.9279731730219801,-1.0743741679586372,-1.2272018535273377,-0.38432649579773265,-1.4210830441194895,-1.3927611070496757,-0.9416763870519675,-0.9100989888517513,0.811621961817591,1.8856994927550381,1.7781738440776713,1.423213591967254,0.357139476934446,1.4963515438900339,1.4199573825336345,1.7979261820332686,4
-0.9266615872269806,-1.1335995574719018,-1.4194621924410247,-0.1396613104328809,-2.0232362104215906,-2.0426457157990052,-0.9396160110426264,-0.9087554585619976,0.29546254203244154,1.7681140150511605,2.3135164971294233,2.0445451308548455,0.12320013309620187,1.9840406539579243,2.045042320019986,1.4167031187592736,4
-0.9181458496587624,-0.8580889535914619,-1.2602045003564388,-0.3126212283844738,-1.560185599068007,-1.5361397550240938,-0.9190654019237479,-0.9000363129816017,0.085299729996674,0.12845638450813765,0.23480385072895738,1.5535504169703955,0.29645131151087967,1.5905611887631759,1.5505176396203317,0.8907776897344855,4
